fpath,KUK_ID,FileName,FileFormat,FolderPath,subcorpus,SourceDB,SourceID,DocumentTitle,ClarityPursuit,Readability,SyllogismBased,DocumentVersion,ParentDocumentID,LegalActType,Objectivity,Bindingness,AuthorType,RecipientType,RecipientIndividuation,Anonymized,Recipient Type,class,RuleAbstractNouns,RuleAmbiguousRegards,RuleAnaphoricReferences,RuleCaseRepetition,RuleCaseRepetition.max_repetition_count,RuleCaseRepetition.max_repetition_count.v,RuleCaseRepetition.max_repetition_frac,RuleCaseRepetition.max_repetition_frac.v,RuleConfirmationExpressions,RuleDoubleAdpos,RuleDoubleAdpos.max_allowable_distance,RuleDoubleAdpos.max_allowable_distance.v,RuleDoubleComparison,RuleFunctionWordRepetition,RuleGPadjective,RuleGPcoordovs,RuleGPdeverbaddr,RuleGPdeverbsubj,RuleGPpatbenperson,RuleGPpatinstr,RuleGPwordorder,RuleIncompleteConjunction,RuleInfVerbDistance,RuleInfVerbDistance.max_distance,RuleInfVerbDistance.max_distance.v,RuleLiteraryStyle,RuleLongSentences,RuleLongSentences.max_length,RuleLongSentences.max_length.v,RuleMultiPartVerbs,RuleMultiPartVerbs.max_distance,RuleMultiPartVerbs.max_distance.v,RulePassive,RulePredAtClauseBeginning,RulePredAtClauseBeginning.max_order,RulePredAtClauseBeginning.max_order.v,RulePredObjDistance,RulePredObjDistance.max_distance,RulePredObjDistance.max_distance.v,RulePredSubjDistance,RulePredSubjDistance.max_distance,RulePredSubjDistance.max_distance.v,RuleRedundantExpressions,RuleReflexivePassWithAnimSubj,RuleRelativisticExpressions,RuleTooFewVerbs,RuleTooFewVerbs.min_verb_frac,RuleTooFewVerbs.min_verb_frac.v,RuleTooLongExpressions,RuleTooManyNegations,RuleTooManyNegations.max_allowable_negations,RuleTooManyNegations.max_allowable_negations.v,RuleTooManyNegations.max_negation_frac,RuleTooManyNegations.max_negation_frac.v,RuleTooManyNominalConstructions,RuleTooManyNominalConstructions.max_allowable_nouns,RuleTooManyNominalConstructions.max_allowable_nouns.v,RuleTooManyNominalConstructions.max_noun_frac,RuleTooManyNominalConstructions.max_noun_frac.v,RuleVerbalNouns,RuleWeakMeaningWords,RuleWrongValencyCase,RuleWrongVerbonominalCase,activity,ari,atl,char_count,cli,entropy,fkgl,fre,gf,hpoint,maentropy,maentropy.v,mamr,mattr,mattr.v,num_hapax,sent_count,smog,syllab_count,ttr,verb_dist,word_count
corpora_selected_txt/SupCo/rozhodnuti-22_Cdo_1536_2011.txt,CzCDC_SupC048352,rozhodnuti-22_Cdo_1536_2011,TXT,https://lindat.mff.cuni.cz/repository/xmlui/bitstream/handle/11372/LRT-3052/SupCoCo.zip,CzCDC,http://hdl.handle.net/11372/LRT-3052,rozhodnuti-22_Cdo_1536_2011.txt,22 Cdo 1536/2011,False,,,,,individual,quasiobjective,True,authority,combined,individual,Anonymized by source,,bad,4.0,,,532,1.6165413533834587,0.6957891578057935,0.9699650912996778,0.08359396913919159,,19.0,9.157894736842104,0.8653831568173882,,,,,,1.0,1.0,,1.0,,9.0,3.7777777777777777,1.5478945405454851,19.0,58,51.724137931034484,0.9623616419125198,74,3.7027027027027026,1.1858716151588913,15.0,168,6.690476190476191,2.345595001700301,62.0,4.548387096774194,2.037977781172811,110,4.336363636363636,1.6459152680550766,,2.0,,45,0.09947108545660331,0.5242317235876905,3.0,25.0,1.88,0.7089981923096527,0.1328460113255522,0.7433395872786583,154,4.538961038961039,0.8823861156142634,0.347022827148292,0.3571966873392595,70,1.0,,,0.26452905811623245,29.463285816391362,4.887335874629394,11539.0,9.48903007200339,8.298296346486445,26.657503388394744,5.732441126641248,26.688977128335456,20.0,5.92424033620139,0.037930219526551893,0.06730769230769229,0.702290008841733,0.10775486433672885,345.0,48.0,19.906493383657665,4517.0,0.2846251588310038,22.015267175572518,2361.0
corpora_selected_txt/SupCo/rozhodnuti-22_Cdo_1236_2001.txt,CzCDC_SupC048630,rozhodnuti-22_Cdo_1236_2001,TXT,https://lindat.mff.cuni.cz/repository/xmlui/bitstream/handle/11372/LRT-3052/SupCoCo.zip,CzCDC,http://hdl.handle.net/11372/LRT-3052,rozhodnuti-22_Cdo_1236_2001.txt,22 Cdo 1236/2001,False,,,,,individual,quasiobjective,True,authority,combined,individual,Anonymized by source,,bad,3.0,,,451,1.5299334811529934,0.5428054493465191,0.9704149509027558,0.08232125127551158,3.0,8.0,4.375,0.6795642575760787,,,,,1.0,1.0,,,1.0,,8.0,3.5,1.3574113590461951,9.0,64,33.171875,0.8905505070043411,89,2.7191011235955056,0.9777338511154204,21.0,154,4.824675324675325,1.3289869159588992,33.0,4.878787878787879,2.210410680731785,92,4.293478260869565,1.700548719826723,1.0,1.0,1.0,60,0.11853234506583663,0.47731714247143653,8.0,28.0,1.25,0.3527668414752788,0.21096294578437433,0.8775887886742183,136,4.044117647058823,1.0013183596141015,0.35388061705391705,0.4006156355445414,53,1.0,,,0.2881844380403458,15.853501933352078,4.859392575928009,8640.0,8.909673790776152,8.115444264067174,15.620662823397076,40.88092547806525,16.8042885264342,15.666666666666666,5.9640005929427735,0.02533165267672091,0.09303752233472307,0.7229779630732579,0.06546859828039607,300.0,64.0,14.487449014876677,3420.0,0.31496062992125984,21.21212121212121,1778.0
corpora_selected_txt/SupCo/rozhodnuti-20_Cdo_4907_2008.txt,CzCDC_SupC053183,rozhodnuti-20_Cdo_4907_2008,TXT,https://lindat.mff.cuni.cz/repository/xmlui/bitstream/handle/11372/LRT-3052/SupCoCo.zip,CzCDC,http://hdl.handle.net/11372/LRT-3052,rozhodnuti-20_Cdo_4907_2008.txt,20 Cdo 4907/2008,False,,,,,individual,quasiobjective,True,authority,combined,individual,Anonymized by source,,bad,,,,230,1.6652173913043478,0.7243992370368737,0.9733712905452035,0.07742857965678324,,6.0,5.833333333333333,0.5880441466143056,,,1.0,,,1.0,1.0,,,,7.0,1.1428571428571428,0.33071891388307384,6.0,29,45.6551724137931,0.7645859110025983,36,3.5833333333333335,1.2628815517691927,10.0,89,5.932584269662922,1.199409892893153,35.0,4.485714285714286,1.3978252122820722,54,4.388888888888889,1.2899796700822854,,,,26,0.11697648783246808,0.5585933714120528,,17.0,1.8235294117647058,0.5892065954067042,0.21735474000088822,0.7528485346526127,75,4.346666666666667,0.9291354700772065,0.34324052282775813,0.31782558561077584,39,,,,0.2916666666666667,21.3685090158382,4.800748362956034,5132.0,8.887652011225443,7.840749850621253,20.30653498274249,25.943940614818885,22.191038998741977,12.0,5.985951756495219,0.02686123382259654,0.06648453608247418,0.7214639175257732,0.08249547210589774,217.0,29.0,18.093953686624168,2052.0,0.3676333021515435,18.420289855072465,1069.0
corpora_selected_txt/SupCo/rozhodnuti-20_Cdo_3541_2016.txt,CzCDC_SupC053967,rozhodnuti-20_Cdo_3541_2016,TXT,https://lindat.mff.cuni.cz/repository/xmlui/bitstream/handle/11372/LRT-3052/SupCoCo.zip,CzCDC,http://hdl.handle.net/11372/LRT-3052,rozhodnuti-20_Cdo_3541_2016.txt,20 Cdo 3541/2016,False,,,,,individual,quasiobjective,True,authority,combined,individual,Anonymized by source,,bad,2.0,,,235,1.6595744680851063,0.5469032401922118,0.9689057750759879,0.08454469387670328,,5.0,5.2,0.7246709108237219,,,,,,,,,,,4.0,1.0,-1.0,5.0,30,47.733333333333334,0.741275427161106,26,2.230769230769231,0.8343972597978405,4.0,67,6.2388059701492535,1.0632570018120382,24.0,3.125,1.0936019465012417,38,5.2631578947368425,1.1875229727507635,,3.0,,27,0.09128698034888165,0.5561526070507206,,10.0,1.0,-1.0,0.1301010101010101,0.5271728875741304,61,4.655737704918033,0.707918426780283,0.32273777095100986,0.3734103104635632,40,2.0,,,0.2616033755274262,21.441256707674285,4.6362038664323375,5276.0,8.136203866432338,7.859697717912907,19.632089923842997,32.53719777387231,22.238359695371997,13.0,6.015556856049937,0.023449873910634408,0.062463907603464874,0.7323099133782484,0.0717218829496128,209.0,30.0,17.916177094544413,2031.0,0.3532513181019332,20.262295081967213,1138.0
corpora_selected_txt/SupCo/rozhodnuti-20_Cdo_2325_2011.txt,CzCDC_SupC055019,rozhodnuti-20_Cdo_2325_2011,TXT,https://lindat.mff.cuni.cz/repository/xmlui/bitstream/handle/11372/LRT-3052/SupCoCo.zip,CzCDC,http://hdl.handle.net/11372/LRT-3052,rozhodnuti-20_Cdo_2325_2011.txt,20 Cdo 2325/2011,False,,,,,individual,quasiobjective,True,authority,combined,individual,Anonymized by source,,bad,1.0,,,337,1.596439169139466,0.5890346009952987,0.9706631811973058,0.0829191997479667,1.0,10.0,7.8,0.7875315897291927,,,,,,,,,,,8.0,1.375,0.54110822483116,19.0,44,45.86363636363637,0.9618585046388273,48,2.25,0.9416939506636827,16.0,115,8.295652173913043,2.0069669593395214,42.0,5.119047619047619,1.6271013321252896,77,6.064935064935065,2.332298780558596,,,,37,0.10071590343289438,0.4511626660770888,3.0,22.0,1.8636363636363635,0.556539547646336,0.19610490519581428,0.78731873189408,104,4.1923076923076925,0.9866205312472769,0.31662225090112045,0.3638047662200789,54,2.0,,,0.25287356321839083,21.53576345829954,4.625319693094629,7234.0,8.08925831202046,7.973686237641185,19.95724334102676,30.72142704759527,22.266209219636956,16.0,5.9673433884286275,0.027388509186394405,0.06104436860068263,0.7190648464163822,0.07389696773758941,253.0,41.0,17.897324607202467,2828.0,0.3075447570332481,22.183908045977013,1564.0
corpora_selected_txt/SupAdmCo/0008_2Azs_13_20130826105342_prevedeno.txt,CzCDC_SupA023047,0008_2Azs_13_20130826105342_prevedeno,TXT,https://lindat.mff.cuni.cz/repository/xmlui/bitstream/handle/11372/LRT-3052/SupAdmCo.zip,CzCDC,http://hdl.handle.net/11372/LRT-3052,0008_2Azs_13_20130826105342_prevedeno.txt,2 Azs 8/2013-59,False,,,,,individual,quasiobjective,True,authority,combined,individual,Anonymized by source,,bad,6.0,,1.0,589,1.6179966044142615,0.6503402713946216,0.9704459094951454,0.08166404001234666,,13.0,10.076923076923077,1.3818867318030945,,,,1.0,,,,,2.0,,17.0,1.7058823529411764,0.5775218698084216,13.0,91,31.12087912087912,0.7358775813184811,82,2.817073170731707,1.1392238221168551,28.0,195,5.364102564102564,1.0365123264485723,88.0,3.3181818181818183,1.6268104868909057,127,3.732283464566929,1.030230973709964,,1.0,,78,0.11054967536519701,0.6039485711163656,5.0,42.0,1.4761904761904763,0.4787295692317753,0.16669953399882442,0.5807619967230659,172,4.215116279069767,0.9152500281269663,0.3437027567529675,0.3685686231578355,98,4.0,,,0.32629558541266795,16.434896190384272,5.277289836888332,12618.0,10.814763697197824,8.404255882940525,16.700878054609547,30.711873477003962,17.736991741006797,18.0,6.012208640404146,0.022674025401008904,0.07675392670157066,0.738520942408377,0.06843760955454146,419.0,91.0,15.576140797530336,5087.0,0.3136762860727729,16.284023668639055,2391.0
corpora_selected_txt/SupAdmCo/0018_2Azs_13_20131218112003_prevedeno.txt,CzCDC_SupA023724,0018_2Azs_13_20131218112003_prevedeno,TXT,https://lindat.mff.cuni.cz/repository/xmlui/bitstream/handle/11372/LRT-3052/SupAdmCo.zip,CzCDC,http://hdl.handle.net/11372/LRT-3052,0018_2Azs_13_20131218112003_prevedeno.txt,2 Azs 18/2013-16,False,,,,,individual,quasiobjective,True,authority,combined,individual,Anonymized by source,,bad,1.0,,,217,1.6774193548387097,0.6223755989348095,0.972342915660888,0.07956071518486328,,3.0,16.666666666666668,0.814616474176652,,,,,,,1.0,,,,11.0,2.3636363636363638,1.1237089896815475,1.0,33,38.03030303030303,0.9744724694442946,36,2.6944444444444446,0.8774539596557812,12.0,77,5.324675324675325,0.9075800721704851,30.0,2.3666666666666667,1.217986268356329,41,2.5121951219512195,0.7867163484228991,,,,28,0.10615885715776625,0.555356497307919,1.0,17.0,1.588235294117647,0.804437282554573,0.1605268578019443,0.7038357289602416,66,4.257575757575758,1.1626183819157307,0.2966614456102193,0.33615795810081606,44,,,,0.30701754385964913,18.698969696969698,5.024177949709864,5195.0,9.800870406189555,8.080614479316093,18.05150838168923,30.967426821405553,18.91631205673759,11.0,6.07559941169955,0.02277064951612923,0.06196791443850258,0.7579358288770054,0.068168352734674,264.0,33.0,15.903189008614273,2055.0,0.42359767891682787,17.579710144927535,1034.0
corpora_selected_txt/SupAdmCo/0020_2As__1400028_20141121101319_prevedeno.txt,CzCDC_SupA024995,0020_2As__1400028_20141121101319_prevedeno,TXT,https://lindat.mff.cuni.cz/repository/xmlui/bitstream/handle/11372/LRT-3052/SupAdmCo.zip,CzCDC,http://hdl.handle.net/11372/LRT-3052,0020_2As__1400028_20141121101319_prevedeno.txt,2 As 20/2014-28,False,,,,,individual,quasiobjective,True,authority,combined,individual,Anonymized by source,,bad,18.0,,2.0,996,1.5963855421686748,0.6048747425164354,0.9735409893542424,0.07844823569781768,1.0,10.0,3.9,0.44329239247486973,,,,1.0,1.0,,2.0,1.0,1.0,,40.0,3.275,1.5446006852521912,33.0,119,41.05882352941177,0.6690689741773237,150,3.92,1.4758500168412794,33.0,286,5.300699300699301,1.1571379463800957,115.0,2.626086956521739,0.9168820915556267,192,4.255208333333333,1.5789884705890376,,,1.0,106,0.09702184281598818,0.49644662026828246,6.0,43.0,1.372093023255814,0.5035135981853357,0.1208510209345246,0.6400098696365832,265,4.6716981132075475,0.8345020711773307,0.3379454968593824,0.3774364068755311,240,5.0,,,0.3017142857142857,20.950669460292026,5.085380685964486,20906.0,10.173412794940406,8.442332301415613,20.08807447941473,23.104566765942593,20.27920254942162,28.0,5.973037062256956,0.03258278802237539,0.07619890329012957,0.7177243270189432,0.10173867913163805,457.0,119.0,16.623559516670493,8335.0,0.22014108489418632,18.69961977186312,4111.0
corpora_selected_txt/SupAdmCo/0015_9Ans_1200001_prevedeno.txt,CzCDC_SupA025582,0015_9Ans_1200001_prevedeno,TXT,https://lindat.mff.cuni.cz/repository/xmlui/bitstream/handle/11372/LRT-3052/SupAdmCo.zip,CzCDC,http://hdl.handle.net/11372/LRT-3052,0015_9Ans_1200001_prevedeno.txt,2 Ans 2/2006-90,False,,,,,individual,quasiobjective,True,authority,combined,individual,Anonymized by source,,bad,11.0,,2.0,713,1.5189340813464236,0.5993010208077998,0.9724582025423539,0.07965584927266416,,12.0,3.6666666666666665,0.640482537851159,,,,1.0,3.0,,,1.0,,,32.0,3.03125,1.5439111020021614,19.0,102,35.96078431372549,0.8422789328159821,134,3.5223880597014925,1.2555768164721268,22.0,254,5.71259842519685,1.4144416404366835,95.0,3.526315789473684,1.335792953398831,168,3.630952380952381,1.596415561801849,,,,85,0.11380196403344221,0.4768841794775887,10.0,39.0,1.4615384615384615,0.5402585331989402,0.17225574463426127,0.7198319160727721,211,4.402843601895735,0.9682877174256418,0.34185150639508505,0.29727499380617517,123,3.0,,,0.34281200631911535,16.861363077434362,4.738917861799218,14539.0,8.4220664928292,8.215624803177564,16.45699976352992,39.47874540481121,17.077004882787534,24.0,5.9830217376720105,0.022561464780694915,0.08476591444930959,0.7194341529134388,0.06870516875403741,338.0,102.0,14.25666993449418,5781.0,0.227509778357236,16.77777777777778,3068.0
corpora_selected_txt/SupAdmCo/0038_5Afs_1200006_prevedeno.txt,CzCDC_SupA026421,0038_5Afs_1200006_prevedeno,TXT,https://lindat.mff.cuni.cz/repository/xmlui/bitstream/handle/11372/LRT-3052/SupAdmCo.zip,CzCDC,http://hdl.handle.net/11372/LRT-3052,0038_5Afs_1200006_prevedeno.txt,2 Afs 204/2004-70,False,,,,,individual,quasiobjective,True,authority,combined,individual,Anonymized by source,,bad,7.0,,1.0,456,1.6929824561403508,0.7778308678821917,0.970031696889282,0.08401011772851538,,11.0,3.272727272727273,0.7242492920514573,,,,,,,1.0,,1.0,,11.0,3.090909090909091,0.9315686068154898,7.0,72,29.305555555555557,0.728236756471698,69,3.0579710144927534,1.1708807598015332,24.0,152,5.322368421052632,1.0978159045925369,55.0,2.8181818181818183,1.7384694930782036,89,3.606741573033708,1.2053705336952232,1.0,1.0,,64,0.10481815272003796,0.4870146504673108,2.0,28.0,1.25,0.3527668414752788,0.14335590005232862,0.5427353021551449,139,4.18705035971223,0.8027759779299555,0.34094362245658194,0.34498273213197755,55,7.0,,,0.293398533007335,15.342314603691634,5.098262757871878,9391.0,9.943919652551573,8.247709690446744,15.563072747014111,37.16663735070577,16.183387622149837,16.666666666666668,6.040886273770698,0.02461755979657129,0.08251864601262193,0.7448823866896156,0.07577073263716899,363.0,72.0,14.273430135394708,3762.0,0.33659066232356133,17.403361344537814,1842.0
corpora_selected_txt/SupCo/rozhodnuti-11_Tdo_732_2005.txt,CzCDC_SupC056821,rozhodnuti-11_Tdo_732_2005,TXT,https://lindat.mff.cuni.cz/repository/xmlui/bitstream/handle/11372/LRT-3052/SupCoCo.zip,CzCDC,http://hdl.handle.net/11372/LRT-3052,rozhodnuti-11_Tdo_732_2005.txt,11 Tdo 732/2005,False,,,,,individual,quasiobjective,True,authority,combined,individual,Anonymized by source,,bad,13.0,,4.0,1068,1.6142322097378277,0.686694664664245,0.9682094844520488,0.0845644666665582,1.0,41.0,5.146341463414634,1.2701585377739917,,,1.0,1.0,,1.0,,1.0,1.0,,22.0,1.7272727272727273,0.9142065656283105,25.0,116,51.93103448275862,0.8502017682054744,184,3.5543478260869565,1.423000415752663,58.0,410,6.375609756097561,1.6793769829392158,150.0,3.9466666666666668,1.4944832147023157,233,4.742489270386266,1.6246387937274658,,2.0,,110,0.10604707994358555,0.5158085947935536,7.0,58.0,1.5517241379310345,0.48545667448566987,0.13583878264605015,0.7378061176262369,333,4.216216216216216,0.9336343410907726,0.30795378358017955,0.37095054364208596,173,4.0,,,0.2848324514991182,24.926599837515795,4.747482883608538,23576.0,8.745106725734997,8.482822822160621,22.984938110183734,18.821818309331036,23.422969989028843,32.0,5.938397996468571,0.04312567747629966,0.07675775631806037,0.7053379905485926,0.128283072815419,505.0,116.0,17.961769423990386,9307.0,0.20378574305275876,18.779503105590063,4966.0
corpora_selected_txt/SupAdmCo/002010As__1700049_20171229082658_20180104130027_prevedeno.txt,CzCDC_SupA027769,002010As__1700049_20171229082658_20180104130027_prevedeno,TXT,https://lindat.mff.cuni.cz/repository/xmlui/bitstream/handle/11372/LRT-3052/SupAdmCo.zip,CzCDC,http://hdl.handle.net/11372/LRT-3052,002010As__1700049_20171229082658_20180104130027_prevedeno.txt,10 As 20/2017-49,False,,,,,individual,quasiobjective,True,authority,combined,individual,Anonymized by source,,bad,11.0,,,945,1.7671957671957672,0.6461302840433798,0.9649141070569641,0.08810318107661987,4.0,17.0,3.764705882352941,0.8215578344770531,,,,1.0,1.0,,1.0,,2.0,,24.0,1.9583333333333333,0.7296352425311594,17.0,149,28.70469798657718,0.8043932933748641,145,2.4413793103448276,0.8218726314806042,30.0,267,5.857677902621723,1.2295638250281098,77.0,3.25974025974026,1.2122715883711317,190,3.6789473684210527,1.3141037744511372,,8.0,8.0,129,0.10501893270707499,0.5556120349656875,6.0,39.0,1.1538461538461537,0.3740094128971523,0.19958970921997835,0.8402190060765157,259,4.598455598455598,0.8962438701646057,0.3507668193773894,0.33037095930207283,173,4.0,,,0.24798154555940022,15.804324233179877,5.434435261707989,19727.0,11.467906336088154,8.35475535017346,16.176842050770055,30.706880488842074,16.77526947325605,24.0,5.943730720534585,0.03674630187930219,0.09711696403285186,0.7188161993769471,0.09611194539257674,406.0,149.0,14.950315673525289,7910.0,0.23057851239669422,20.233644859813083,3630.0
corpora_selected_txt/SupAdmCo/0046_1Afs_100_20101119092414_prevedeno.txt,CzCDC_SupA030867,0046_1Afs_100_20101119092414_prevedeno,TXT,https://lindat.mff.cuni.cz/repository/xmlui/bitstream/handle/11372/LRT-3052/SupAdmCo.zip,CzCDC,http://hdl.handle.net/11372/LRT-3052,0046_1Afs_100_20101119092414_prevedeno.txt,1 Afs 46/2010-45,False,,,,,individual,quasiobjective,True,authority,combined,individual,Anonymized by source,,bad,12.0,,,840,1.575,0.7207863314981771,0.967805993609565,0.08562348942495294,1.0,33.0,3.5757575757575757,0.7367034502232314,,,,,4.0,,,1.0,2.0,,29.0,1.9310344827586208,0.8962181637774075,17.0,99,36.0,0.7399703098508893,108,2.888888888888889,0.9840148015552459,33.0,233,5.467811158798283,1.0882284527673993,92.0,3.217391304347826,1.2867355432998113,155,3.141935483870968,1.156373078918007,,,1.0,94,0.09708161199136393,0.6164973755895014,11.0,38.0,1.5,0.48397751418246093,0.17794696488581938,0.528609133717461,209,5.2727272727272725,0.9283212134349149,0.36987215419191655,0.2963759990327947,123,8.0,,,0.3339130434782609,18.833008947161474,5.0051052967453735,15686.0,9.72054881940013,8.421903528678618,18.17704911269685,30.716607033964394,18.572007245395888,23.0,5.9996983213139305,0.02337389802064321,0.08019439868204281,0.7285502471169687,0.07413101514598008,398.0,99.0,15.48339120638336,6214.0,0.2552648372686662,18.79581151832461,3134.0
corpora_selected_txt/SupAdmCo/0009_0Pst_0800034A_prevedeno.txt,CzCDC_SupA031824,0009_0Pst_0800034A_prevedeno,TXT,https://lindat.mff.cuni.cz/repository/xmlui/bitstream/handle/11372/LRT-3052/SupAdmCo.zip,CzCDC,http://hdl.handle.net/11372/LRT-3052,0009_0Pst_0800034A_prevedeno.txt,Pst 9/2008-34,False,,,,,individual,quasiobjective,True,authority,combined,individual,Anonymized by source,,bad,5.0,,,102,1.4803921568627452,0.6357390494988093,0.9741596638655462,0.07718567330318966,,1.0,2.0,,,,,,,,,,,,1.0,7.0,,4.0,20,33.85,1.0044438905149038,7,3.857142857142857,0.903430438344479,3.0,25,8.8,1.5749333144306716,19.0,4.894736842105263,1.225607311582085,22,6.7727272727272725,2.151246391248728,,,,14,0.0958768425517194,0.700351328755967,1.0,5.0,1.6,0.34232659844072877,0.3450815850815851,1.0962757469036666,27,5.296296296296297,1.1482725180743671,0.3134926683457973,0.34310247678701533,33,,,,0.29545454545454547,14.799836535008978,4.560143626570915,2540.0,7.505745062836622,7.40911359540986,13.731517055655296,53.87120035906642,16.669622980251347,9.0,5.945985004902364,0.024615955637328137,0.060283842794759845,0.7040174672489082,0.06763009394584311,138.0,20.0,14.33831761319674,954.0,0.4398563734290844,25.32,557.0
corpora_selected_txt/ConCo/4-673-2000.txt,CzCDC_ConC038132,4-673-2000,TXT,https://lindat.mff.cuni.cz/repository/xmlui/bitstream/handle/11372/LRT-3052/ConCo.zip,CzCDC,http://hdl.handle.net/11372/LRT-3052,4-673-2000.txt,IV. US 673/2000,False,,,,,individual,quasiobjective,True,authority,combined,individual,Anonymized by source,,bad,6.0,,1.0,279,1.5770609318996416,0.6653588878271331,0.970271842852488,0.08278354221858902,1.0,6.0,7.666666666666667,1.136106174649013,,,,,,,,,,,7.0,1.5714285714285714,0.5006882315714639,4.0,38,42.078947368421055,0.8980708341400818,49,3.3877551020408165,1.0622684498032633,18.0,87,7.425287356321839,1.8717112643692868,21.0,3.238095238095238,1.6940448820157443,61,4.147540983606557,0.9126412884872517,,1.0,,29,0.09182750274590377,0.48189032748146626,2.0,12.0,1.5833333333333333,0.422247109529382,0.14982740570975864,0.9020827073738803,76,4.368421052631579,0.9078785601300823,0.3063089880091672,0.32075430966647933,56,2.0,,,0.2537878787878788,20.61571654472504,4.8796711509716,6529.0,9.222197309417043,7.868494740210256,19.438454999606634,28.768485799701068,20.27255133349068,14.0,5.906140524173781,0.03766604089647262,0.07892655367231638,0.7030104923325262,0.10948692653705162,276.0,38.0,16.462420242318135,2567.0,0.34902840059790735,23.272727272727273,1338.0
corpora_selected_txt/ConCo/4-61-05.txt,CzCDC_ConC038512,4-61-05,TXT,https://lindat.mff.cuni.cz/repository/xmlui/bitstream/handle/11372/LRT-3052/ConCo.zip,CzCDC,http://hdl.handle.net/11372/LRT-3052,4-61-05.txt,IV. US 61/05,False,,,,,individual,quasiobjective,True,authority,combined,individual,Anonymized by source,,bad,6.0,,1.0,516,1.6124031007751938,0.742663897014191,0.9708118001722652,0.08160626714181254,1.0,9.0,6.666666666666667,1.0712142642814275,,,,,1.0,,,1.0,1.0,1.0,13.0,2.3846153846153846,1.0628040973893917,12.0,51,50.07843137254902,0.6899788137644763,64,5.0,1.7906281597107778,20.0,165,6.636363636363637,1.1833501747699768,72.0,3.3055555555555554,1.2360511302386565,103,4.29126213592233,1.8243103615846363,,1.0,1.0,46,0.09859938095408513,0.46763817594974144,4.0,30.0,1.5666666666666667,0.4939495932304258,0.14914662854930724,0.6290280114113507,143,4.426573426573427,0.7504465170346595,0.33469371078032845,0.3383892865726617,118,5.0,,,0.33047210300429186,26.40193726221832,5.282649253731344,11326.0,11.24813432835821,8.293027983403059,25.066707921788115,3.2078474173251266,24.11046239391279,17.0,6.010948174041851,0.02298471326646054,0.08993154034229833,0.7349486552567237,0.0739562679167223,354.0,51.0,18.946978176291534,4601.0,0.30783582089552236,16.169934640522875,2144.0
corpora_selected_txt/ConCo/4-416-05.txt,CzCDC_ConC040022,4-416-05,TXT,https://lindat.mff.cuni.cz/repository/xmlui/bitstream/handle/11372/LRT-3052/ConCo.zip,CzCDC,http://hdl.handle.net/11372/LRT-3052,4-416-05.txt,IV. US 416/05,False,,,,,individual,quasiobjective,True,authority,combined,individual,Anonymized by source,,bad,2.0,,2.0,426,1.6737089201877935,0.7555563150836324,0.9702127799476598,0.08297690285173231,,5.0,3.8,0.6282808624375433,,,,,,1.0,,,1.0,,14.0,2.857142857142857,1.211324767478851,11.0,62,35.37096774193548,0.9043235019359077,67,3.298507462686567,1.2388172396470782,9.0,145,6.613793103448276,1.2564836424177837,61.0,3.721311475409836,1.411864148253374,111,4.063063063063063,1.4764496160675515,,2.0,,57,0.10213160240538702,0.4741975992556648,2.0,16.0,1.1875,0.33946348413888633,0.15263414077752313,0.5614587464848801,130,4.207692307692308,0.7999163603808086,0.32874757403921684,0.39124342028182535,83,6.0,,,0.29024390243902437,19.16076093457302,5.332445391582312,10009.0,11.217794352690467,8.141133254405906,18.74929881244951,24.237880299723315,19.589698729956865,18.0,5.957474652419517,0.02678140955372499,0.09212035995500567,0.7100562429696288,0.08036927785206364,272.0,62.0,16.72170352117544,3987.0,0.29461907298881196,18.364406779661017,1877.0
corpora_selected_txt/ConCo/4-34-13_1.txt,CzCDC_ConC041091,4-34-13_1,TXT,https://lindat.mff.cuni.cz/repository/xmlui/bitstream/handle/11372/LRT-3052/ConCo.zip,CzCDC,http://hdl.handle.net/11372/LRT-3052,4-34-13_1.txt,IV. US 34/13,False,,,,,individual,quasiobjective,True,authority,combined,individual,Anonymized by source,,bad,4.0,,1.0,236,1.6271186440677967,0.7003731116821773,0.9700968523002421,0.08300887545664425,2.0,8.0,4.875,0.4708064179651174,,,,,,,,1.0,,,7.0,6.0,1.7293758240303756,1.0,30,38.13333333333333,0.6222748253555596,35,4.8,1.9987741341171306,,74,5.3108108108108105,1.1211078732235635,27.0,3.2222222222222223,0.7762598449818907,46,5.586956521739131,1.6320036974553886,,1.0,1.0,26,0.09632432168275873,0.49611488299393625,1.0,16.0,2.0625,0.5152109294317602,0.20730935730935732,0.4675315245481301,62,4.629032258064516,0.827231791757829,0.3350653195863259,0.2749173490257895,29,2.0,,,0.3284313725490196,20.61069689440994,5.39648033126294,5213.0,11.575258799171847,7.749562167050122,20.64970703933747,14.897366045548665,21.53424430641822,12.0,5.976204938006234,0.017821554598618977,0.09254901960784312,0.7190426758938869,0.062387614237773184,217.0,30.0,18.207576083477402,2147.0,0.38405797101449274,16.348484848484848,966.0
